serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url,response_time
365,2,2,7,1,0,0,1,8,0,1,0,2.0,2,0,0.0
366,4,3,14,1,0,0,-1,15,0,0,0,2.0,3,0,0.0
367,1,3,5,1,0,0,-1,6,0,0,0,0.25,3,0,0.0
368,1,3,6,1,0,0,3,7,0,1,1,1.0,3,0,0.0
369,2,3,8,1,0,0,-1,9,0,0,0,2.0,3,0,0.0
370,4,3,17,1,0,0,-1,18,0,0,0,2.0,3,0,0.0
371,2,3,8,1,0,0,-1,9,1,0,0,0.5,3,0,0.0
372,7,3,22,2,0,2,-1,24,0,0,0,3.5,3,0,0.0
373,3,2,9,1,0,0,-1,10,0,0,0,0.42857142857142855,2,0,0.0
374,4,3,14,1,0,0,1,15,0,0,0,1.3333333333333333,3,0,0.0
375,2,4,12,1,0,0,-1,13,0,0,0,0.5,4,0,0.0
376,2,3,9,1,0,0,-1,10,0,0,0,1.0,3,0,0.0
377,2,3,8,1,0,0,-1,9,0,1,0,1.0,3,0,0.0
378,6,3,23,1,0,0,-1,24,0,0,0,3.0,3,0,0.0
379,4,3,14,1,0,0,2,15,0,1,1,0.6666666666666666,3,0,0.0
380,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0,0.0
381,2,2,7,1,0,0,-1,8,0,1,0,2.0,2,0,0.0
382,1,2,4,1,0,0,-1,5,0,1,0,0.5,2,0,0.0
383,5,4,23,1,0,1,1,24,0,0,0,5.0,4,0,0.0
384,3,3,14,1,0,0,-1,15,0,1,0,0.6,3,0,0.0
385,6,3,23,1,0,0,1,24,0,0,0,2.0,3,0,0.0
386,6,3,26,1,0,0,-1,27,0,0,0,1.0,3,0,0.0
387,4,3,17,1,0,0,-1,18,0,0,0,0.6666666666666666,3,0,0.0
388,1,0,0,0,2,0,-1,0,0,0,0,0.25,0,0,0.0
389,8,3,30,1,0,0,-1,31,0,0,0,8.0,3,0,0.0
390,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
391,4,2,13,1,0,0,0,14,0,0,0,4.0,2,0,0.0
392,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0,0.0
393,1,3,6,1,0,0,1,7,0,0,0,1.0,3,0,0.0
394,3,2,9,1,0,0,1,10,0,0,0,3.0,2,0,0.0
395,7,3,24,2,0,0,-1,26,0,0,0,2.3333333333333335,3,0,0.0
396,11,4,49,1,0,1,-1,50,0,0,0,1.5714285714285714,4,0,0.0
397,3,3,13,1,0,0,-1,14,0,0,0,0.2727272727272727,3,0,0.0
398,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
399,2,2,6,1,0,0,-1,7,0,1,0,2.0,2,0,0.0
400,7,3,24,1,0,1,-1,25,2,0,0,3.5,3,0,0.0
401,6,3,21,1,0,0,-1,22,0,0,0,0.8571428571428571,3,0,0.0
402,6,4,29,1,0,0,1,30,0,0,0,1.0,4,0,0.0
403,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
404,1,0,0,0,3,0,-1,0,0,0,0,1.0,0,0,0.0
405,6,3,22,1,0,0,1,23,0,0,0,6.0,3,0,0.0
406,2,3,9,1,0,0,-1,10,0,0,0,0.3333333333333333,3,0,0.0
407,11,3,38,1,0,0,-1,39,0,0,0,5.5,3,0,0.0
408,1,3,6,1,0,0,2,7,0,1,1,0.09090909090909091,3,0,0.0
409,3,3,14,1,0,0,-1,15,0,0,0,3.0,3,0,0.0
410,16,3,59,1,0,0,1,60,1,1,0,5.333333333333333,3,0,0.0
411,6,3,25,1,0,0,-1,26,0,0,0,0.375,3,0,0.0
412,6,2,19,1,0,0,-1,20,0,0,0,1.0,2,0,0.0
413,1,0,0,0,0,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
414,7,3,25,1,0,1,-1,26,0,0,0,7.0,3,0,0.0
415,1,4,7,1,0,0,0,8,0,0,0,0.14285714285714285,4,0,0.0
416,5,4,23,1,0,0,-1,24,0,0,0,5.0,4,0,0.0
417,6,2,19,1,0,0,-1,20,0,0,0,1.2,2,0,0.0
418,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
419,4,4,21,1,0,0,-1,22,0,0,0,4.0,4,0,0.0
420,1,2,3,1,0,0,-1,4,3,0,0,0.25,2,0,0.0
421,2,3,8,1,0,0,-1,9,0,0,0,2.0,3,0,0.0
422,2,1,4,1,0,0,-1,5,0,0,0,1.0,1,0,0.0
423,3,2,10,1,0,0,1,11,0,0,0,1.5,2,0,0.0
424,5,4,23,1,0,1,0,24,0,0,0,1.6666666666666667,4,0,0.0
425,2,1,3,1,0,0,-1,4,4,0,0,0.4,1,0,0.0
426,1,2,4,1,0,0,1,5,0,0,0,0.5,2,0,0.0
427,1,0,0,0,0,0,-1,0,0,0,0,1.0,0,0,0.0
428,3,2,8,1,0,1,-1,9,2,0,0,3.0,2,0,0.0
429,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
430,1,7,14,1,0,0,5,15,0,1,2,1.0,7,0,0.0
431,4,2,11,1,0,0,3,12,0,3,0,4.0,2,0,0.0
432,2,2,5,1,0,0,3,6,1,1,1,0.5,2,0,0.0
433,1,2,4,1,0,0,1,5,0,0,0,0.5,2,0,0.0
434,1,0,0,0,0,0,-1,0,0,0,0,1.0,0,0,0.0
435,1,3,5,1,0,0,4,6,0,1,1,1.0,3,0,0.0
436,3,2,6,2,0,0,0,8,0,0,0,3.0,2,0,0.0
437,2,2,7,1,0,0,1,8,0,0,0,0.6666666666666666,2,0,0.0
438,2,2,7,1,0,0,1,8,0,0,0,1.0,2,0,0.0
439,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
440,13,3,42,1,0,6,2,43,2,0,0,13.0,3,0,0.0
441,3,4,15,1,0,0,1,16,0,0,0,0.23076923076923078,4,0,0.0
442,3,3,13,1,0,0,1,14,1,0,0,1.0,3,0,0.0
443,1,0,0,0,3,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
444,10,3,41,2,0,2,3,43,0,0,0,10.0,3,0,0.0
445,12,4,54,1,0,1,-1,55,0,2,0,1.2,4,0,0.0
446,1,0,0,0,2,0,-1,0,0,0,0,0.08333333333333333,0,0,0.0
447,6,2,15,1,0,1,3,16,2,1,1,6.0,2,0,0.0
448,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
449,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0,0.0
450,4,2,8,2,2,0,7,10,1,2,2,1.3333333333333333,2,0,0.0
451,6,3,22,1,0,0,2,23,0,1,1,1.5,3,0,0.0
452,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
453,2,2,7,1,0,0,0,8,1,0,0,2.0,2,0,0.0
454,8,3,29,1,0,1,0,30,1,0,0,4.0,3,0,0.0
455,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
456,6,4,27,1,0,1,-1,28,0,1,0,6.0,4,0,0.0
457,2,2,5,1,0,0,2,6,0,1,1,0.3333333333333333,2,0,0.0
458,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0,0.0
459,7,4,35,1,0,2,1,36,0,0,0,3.5,4,0,0.0
460,5,2,16,1,0,3,3,17,0,1,1,0.7142857142857143,2,0,0.0
461,7,3,25,1,0,1,4,26,0,1,1,1.4,3,0,0.0
462,5,3,21,1,0,1,2,22,0,2,1,0.7142857142857143,3,0,0.0
463,2,1,4,1,0,0,5,5,2,1,2,0.4,1,0,0.0
464,3,2,9,1,0,1,0,10,0,0,0,1.5,2,0,0.0
465,1,3,6,1,0,0,-1,7,0,1,0,0.3333333333333333,3,0,0.0
466,2,3,8,1,0,0,-1,9,0,1,0,2.0,3,0,0.0
467,9,4,36,5,0,1,-1,41,0,0,0,4.5,4,0,0.0
468,2,2,5,1,0,0,1,6,0,0,0,0.2222222222222222,2,0,0.0
469,4,2,13,1,0,0,0,14,0,1,0,2.0,2,0,0.0
470,1,3,5,1,0,0,-1,6,0,0,0,0.25,3,0,0.0
471,5,4,25,1,0,1,2,26,0,0,0,5.0,4,0,0.0
472,5,2,11,1,0,2,1,12,0,0,0,1.0,2,0,0.0
473,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0,0.0
474,1,0,0,0,3,0,-1,0,0,0,0,1.0,0,0,0.0
475,7,4,29,3,0,0,13,32,2,3,4,7.0,4,0,0.0
476,1,0,0,0,2,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
477,5,2,12,1,2,0,2,13,0,1,1,5.0,2,0,0.0
478,6,3,21,1,0,2,1,22,2,0,0,1.2,3,0,0.0
479,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
480,3,2,9,1,0,1,1,10,0,0,0,3.0,2,0,0.0
481,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
482,7,3,24,1,0,0,1,25,1,0,0,7.0,3,0,0.0
483,4,4,21,2,0,0,2,23,0,1,1,0.5714285714285714,4,0,0.0
484,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0,0.0
485,4,3,14,2,0,0,2,16,0,1,1,4.0,3,0,0.0
486,4,3,15,1,0,0,2,16,0,1,1,1.0,3,0,0.0
487,3,2,10,1,0,0,-1,11,0,0,0,0.75,2,0,0.0
488,7,3,25,1,0,0,1,26,0,0,0,2.3333333333333335,3,0,0.0
489,4,2,13,1,0,0,2,14,0,1,1,0.5714285714285714,2,0,0.0
490,8,3,28,1,0,1,1,29,0,0,0,2.0,3,0,0.0
491,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
492,5,3,18,1,0,0,-1,19,0,0,0,5.0,3,0,0.0
493,6,3,20,1,0,0,-1,21,0,1,0,1.2,3,0,0.0
494,6,3,23,1,0,1,-1,24,0,1,0,1.0,3,0,0.0
495,10,3,38,1,0,1,1,39,0,0,0,1.6666666666666667,3,0,0.0
496,1,0,0,0,3,0,-1,0,0,0,0,0.1,0,0,0.0
497,3,1,7,0,0,0,2,7,0,0,0,3.0,1,0,0.0
498,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
499,3,3,14,1,0,0,-1,15,0,2,0,3.0,3,0,0.0
500,4,3,18,1,0,0,-1,19,0,0,0,1.3333333333333333,3,0,0.0
501,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0,0.0
502,1,3,6,1,0,0,1,7,0,0,0,1.0,3,0,0.0
503,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0,0.0
504,5,2,12,0,0,1,1,12,2,0,0,5.0,2,0,0.0
505,3,1,5,1,0,0,0,6,1,0,0,0.6,1,0,0.0
506,1,2,3,1,0,0,0,4,0,0,0,0.3333333333333333,2,0,0.0
507,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0,0.0
508,4,3,14,1,0,0,-1,15,0,0,0,4.0,3,0,0.0
509,3,1,5,1,0,0,0,6,1,0,0,0.75,1,0,0.0
510,1,1,2,1,0,0,1,3,0,0,0,0.3333333333333333,1,0,0.0
511,2,3,8,1,0,0,0,9,0,0,0,2.0,3,0,0.0
512,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0,0.0
513,9,3,35,1,0,0,-1,36,0,1,0,9.0,3,0,0.0
514,8,3,29,1,0,1,-1,30,0,0,0,0.8888888888888888,3,0,0.0
515,7,3,29,1,0,0,0,30,0,0,0,0.875,3,0,0.0
516,4,3,15,1,0,0,-1,16,0,0,0,0.5714285714285714,3,0,0.0
517,2,2,6,1,0,0,-1,7,0,0,0,0.5,2,0,0.0
518,5,3,17,1,0,0,1,18,0,0,0,2.5,3,0,0.0
519,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0,0.0
520,1,2,4,1,0,0,-1,5,0,1,0,1.0,2,0,0.0
521,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0,0.0
522,3,3,11,1,0,0,-1,12,0,0,0,1.5,3,0,0.0
523,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
524,3,3,12,1,0,0,-1,13,0,0,0,3.0,3,0,0.0
525,6,3,22,2,0,0,-1,24,0,2,0,2.0,3,0,0.0
526,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
527,3,3,12,1,0,0,1,13,0,2,0,3.0,3,0,0.0
528,1,2,4,1,0,0,-1,5,0,0,0,0.3333333333333333,2,0,0.0
529,6,2,18,2,0,0,-1,20,0,0,0,6.0,2,0,0.0
530,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
531,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0,0.0
532,7,2,19,1,0,3,-1,20,4,0,0,2.3333333333333335,2,0,0.0
533,1,3,5,1,0,0,2,6,0,1,1,0.14285714285714285,3,0,0.0
534,6,2,18,1,0,2,1,19,2,0,0,6.0,2,0,0.0
535,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
536,6,4,27,1,0,0,-1,28,0,1,0,6.0,4,0,0.0
537,8,3,28,2,0,0,0,30,0,0,0,1.3333333333333333,3,0,0.0
538,1,2,3,1,0,0,1,4,0,0,0,0.125,2,0,0.0
539,8,2,22,2,0,3,0,24,2,0,0,8.0,2,0,0.0
540,5,3,22,1,0,1,1,23,0,0,0,0.625,3,0,0.0
541,2,4,13,1,0,0,1,14,0,0,0,0.4,4,0,0.0
542,3,3,13,1,0,1,0,14,0,0,0,1.5,3,0,0.0
543,1,2,3,1,0,0,-1,4,0,1,0,0.3333333333333333,2,0,0.0
544,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0,0.0
545,4,2,13,1,0,1,1,14,1,0,0,1.3333333333333333,2,0,0.0
546,3,2,10,1,0,0,1,11,0,0,0,0.75,2,0,0.0
547,1,0,0,0,3,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
548,2,3,8,1,0,0,-1,9,0,0,0,2.0,3,0,0.0
549,1,0,0,0,0,0,-1,0,0,0,0,0.5,0,0,0.0
550,4,2,12,2,0,0,-1,14,0,1,0,4.0,2,0,0.0
551,8,2,20,1,0,4,1,21,2,0,0,2.0,2,0,0.0
552,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
553,4,1,7,1,0,0,4,8,2,1,1,4.0,1,0,0.0
554,3,4,15,1,0,0,1,16,0,0,0,0.75,4,0,0.0
555,7,2,17,2,0,0,1,19,2,0,0,2.3333333333333335,2,0,0.0
556,1,0,0,0,2,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
557,3,2,9,1,0,0,2,10,0,1,1,3.0,2,0,0.0
558,3,2,7,1,0,0,1,8,2,0,0,1.0,2,0,0.0
559,4,4,19,1,0,0,1,20,0,0,0,1.3333333333333333,4,0,0.0
560,4,2,10,2,0,0,1,12,0,0,0,1.0,2,0,0.0
561,8,4,35,1,0,1,-1,36,1,3,0,2.0,4,0,0.0
562,4,2,13,1,0,0,-1,14,0,0,0,0.5,2,0,0.0
563,5,4,27,1,0,1,4,28,0,1,0,1.25,4,0,0.0
564,2,1,3,1,0,0,1,4,0,0,0,0.4,1,0,0.0
565,4,2,9,1,0,2,-1,10,0,0,0,2.0,2,0,0.0
566,1,3,5,1,0,0,2,6,0,1,1,0.25,3,0,0.0
567,10,4,46,2,0,2,0,48,2,0,0,10.0,4,0,0.0
568,2,2,7,1,0,0,2,8,0,0,0,0.2,2,0,0.0
569,2,2,6,1,0,0,1,7,0,0,0,1.0,2,0,0.0
570,3,2,8,1,0,0,-1,9,0,0,0,1.5,2,0,0.0
571,1,1,1,1,0,0,-1,2,0,0,0,0.3333333333333333,1,0,0.0
572,1,3,5,1,0,0,-1,6,0,1,0,1.0,3,0,0.0
573,3,3,13,1,0,0,-1,14,0,0,0,3.0,3,0,0.0
574,2,2,7,1,0,0,4,8,0,1,1,0.6666666666666666,2,0,0.0
575,5,3,19,2,0,0,1,21,0,0,0,2.5,3,0,0.0
576,5,3,20,1,0,2,2,21,0,1,1,1.0,3,0,0.0
577,2,1,3,1,0,0,1,4,0,1,0,0.4,1,0,0.0
578,6,3,20,1,0,1,0,21,0,1,0,3.0,3,0,0.0
579,9,4,42,2,0,0,1,44,0,0,0,1.5,4,0,0.0
580,6,3,21,1,0,1,1,22,0,0,0,0.6666666666666666,3,0,0.0
581,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
582,1,0,0,0,3,0,-1,0,0,0,0,1.0,0,0,0.0
583,1,0,0,1,0,0,-1,1,0,0,0,1.0,0,0,0.0
584,6,2,15,3,0,1,0,18,0,0,0,6.0,2,0,0.0
585,3,2,9,1,0,0,4,10,0,1,1,0.5,2,0,0.0
586,7,4,34,1,0,0,0,35,0,0,0,2.3333333333333335,4,0,0.0
587,6,3,20,1,0,1,1,21,0,0,0,0.8571428571428571,3,0,0.0
588,4,3,15,1,0,1,3,16,0,2,1,0.6666666666666666,3,0,0.0
589,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0,0.0
590,7,3,30,1,0,1,2,31,0,0,0,7.0,3,0,0.0
591,4,3,15,2,0,0,1,17,0,0,0,0.5714285714285714,3,0,0.0
592,5,2,16,1,0,0,1,17,0,0,0,1.25,2,0,0.0
593,5,2,15,2,0,1,1,17,0,0,0,1.0,2,0,0.0
594,6,4,27,1,0,1,1,28,0,0,0,1.2,4,0,0.0
595,5,4,26,3,0,0,3,29,0,1,0,0.8333333333333334,4,0,0.0
596,8,3,33,1,0,0,-1,34,0,0,0,1.6,3,0,0.0
597,5,3,18,1,0,1,-1,19,0,0,0,0.625,3,0,0.0
598,3,2,8,1,0,0,-1,9,0,0,0,0.6,2,0,0.0
599,1,3,5,1,0,0,2,6,0,1,1,0.3333333333333333,3,0,0.0
600,3,2,9,1,0,0,1,10,0,0,0,3.0,2,0,0.0
601,3,2,9,1,0,0,1,10,0,0,0,1.0,2,0,0.0
602,14,3,45,3,0,0,1,48,0,0,0,4.666666666666667,3,0,0.0
603,1,0,0,0,3,0,-1,0,0,0,0,0.07142857142857142,0,0,0.0
604,6,2,19,1,0,1,1,20,1,0,0,6.0,2,0,0.0
605,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
606,5,3,19,1,0,0,1,20,1,1,0,5.0,3,0,0.0
607,3,3,11,1,0,0,-1,12,0,0,0,0.6,3,0,0.0
608,2,2,6,1,0,0,-1,7,0,1,0,0.6666666666666666,2,0,0.0
609,3,3,13,1,0,0,0,14,0,0,0,1.5,3,0,0.0
610,4,3,14,1,0,0,-1,15,0,0,0,1.3333333333333333,3,0,0.0
611,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0,0.0
612,7,3,30,1,0,0,1,31,0,1,0,7.0,3,0,0.0
613,1,0,0,0,2,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
614,8,3,29,1,0,1,-1,30,0,0,0,8.0,3,0,0.0
615,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
616,3,3,12,1,0,0,1,13,0,0,0,3.0,3,0,0.0
617,3,3,13,1,0,0,1,14,0,0,0,1.0,3,0,0.0
618,7,3,25,2,0,0,0,27,0,0,0,2.3333333333333335,3,0,0.0
619,1,0,0,0,2,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
620,1,2,4,1,3,0,-1,5,0,0,0,1.0,2,0,0.0
621,2,1,4,1,0,0,3,5,0,1,1,2.0,1,0,0.0
622,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0,0.0
623,4,3,15,1,0,0,-1,16,0,0,0,4.0,3,0,0.0
624,13,3,50,2,0,1,1,52,0,0,0,3.25,3,0,0.0
625,1,0,0,0,3,0,-1,0,0,0,0,0.07692307692307693,0,0,0.0
626,1,3,5,1,0,0,4,6,0,1,1,1.0,3,0,0.0
627,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0,0.0
628,1,3,6,1,0,0,-1,7,0,1,0,0.5,3,0,0.0
629,2,2,6,1,0,0,-1,7,0,1,0,2.0,2,0,0.0
630,8,4,37,2,0,0,1,39,0,0,0,4.0,4,0,0.0
631,1,1,2,1,0,0,-1,3,0,0,0,0.125,1,0,0.0
632,1,1,1,1,0,0,-1,2,2,0,0,1.0,1,0,0.0
633,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0,0.0
634,2,3,9,1,0,0,3,10,0,1,1,2.0,3,0,0.0
635,3,2,9,1,0,1,2,10,0,1,1,1.5,2,0,0.0
636,1,3,6,1,0,0,-1,7,0,1,0,0.3333333333333333,3,0,0.0
637,2,3,8,1,0,0,4,9,0,1,1,2.0,3,0,0.0
638,4,2,10,2,0,0,0,12,0,0,0,2.0,2,0,0.0
639,4,2,10,1,0,0,2,11,0,0,0,1.0,2,0,0.0
640,8,2,24,2,0,1,-1,26,0,0,0,2.0,2,0,0.0
641,4,3,17,1,0,1,4,18,0,1,1,0.5,3,0,0.0
642,1,0,0,0,2,0,-1,0,0,0,0,0.25,0,0,0.0
643,1,3,6,1,0,0,-1,7,0,1,0,1.0,3,0,0.0
644,2,2,6,1,0,0,2,7,0,1,1,2.0,2,0,0.0
645,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0,0.0
646,5,3,17,1,0,1,3,18,0,1,1,5.0,3,0,0.0
647,5,2,15,2,0,1,2,17,0,1,1,1.0,2,0,0.0
648,6,2,15,2,0,1,10,17,0,1,1,1.2,2,0,0.0
649,1,4,7,1,0,0,-1,8,0,1,0,0.16666666666666666,4,0,0.0
650,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0,0.0
651,3,3,12,1,0,0,3,13,0,2,1,3.0,3,0,0.0
652,3,3,13,1,0,0,3,14,0,1,1,1.0,3,0,0.0
653,3,3,11,1,0,0,2,12,0,1,1,1.0,3,0,0.0
654,9,3,31,2,2,1,6,33,2,2,2,3.0,3,0,0.0
655,11,2,22,4,0,2,15,26,0,1,2,1.2222222222222223,2,0,0.0
656,6,3,21,1,0,2,-1,22,1,0,0,0.5454545454545454,3,0,0.0
657,3,2,10,1,0,1,1,11,1,0,0,0.5,2,0,0.0
658,1,0,0,0,3,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
659,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0,0.0
660,2,4,12,0,0,0,1,12,0,0,0,2.0,4,1,0.0
661,7,3,24,1,0,0,-1,25,0,0,0,3.5,3,0,0.0
662,8,3,27,3,0,1,3,30,0,1,1,1.1428571428571428,3,0,0.0
663,1,0,0,0,3,0,-1,0,0,0,0,0.125,0,0,0.0
664,8,3,26,2,0,1,0,28,4,0,0,8.0,3,0,0.0
665,3,4,15,1,0,0,-1,16,0,1,0,0.375,4,0,0.0
666,2,1,4,1,0,0,0,5,0,0,0,0.6666666666666666,1,0,0.0
667,3,2,7,1,0,0,0,8,0,0,0,1.5,2,0,0.0
668,2,2,6,1,0,0,-1,7,0,0,0,0.6666666666666666,2,0,0.0
669,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0,0.0
670,4,2,12,2,0,1,-1,14,0,0,0,2.0,2,0,0.0
671,5,2,13,1,0,0,0,14,0,1,0,1.25,2,0,0.0
672,3,2,8,1,0,0,0,9,0,1,0,0.6,2,0,0.0
673,8,3,27,1,0,1,0,28,1,1,0,2.6666666666666665,3,0,0.0
674,6,3,21,2,0,1,-1,23,0,0,0,0.75,3,0,0.0
675,3,3,11,1,0,0,-1,12,0,0,0,0.5,3,0,0.0
676,9,3,30,1,0,0,0,31,0,2,0,3.0,3,0,0.0
677,4,3,18,1,0,0,-1,19,0,0,0,0.4444444444444444,3,0,0.0
678,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0,0.0
679,7,2,19,1,0,0,0,20,0,1,0,7.0,2,0,0.0
680,6,3,22,1,0,0,-1,23,1,1,0,0.8571428571428571,3,0,0.0
681,7,2,19,1,0,2,1,20,2,0,0,1.1666666666666667,2,0,0.0
682,5,3,17,1,0,1,-1,18,0,0,0,0.7142857142857143,3,0,0.0
683,2,1,3,1,0,0,0,4,0,0,0,0.4,1,0,0.0
684,2,3,8,1,0,0,-1,9,0,1,0,1.0,3,0,0.0
685,3,2,10,1,0,0,-1,11,0,1,0,1.5,2,0,0.0
686,7,3,23,1,0,0,-1,24,0,0,0,2.3333333333333335,3,0,0.0
687,6,2,17,2,0,1,-1,19,0,0,0,0.8571428571428571,2,0,0.0
688,1,3,6,1,0,0,-1,7,0,1,0,0.16666666666666666,3,0,0.0
689,3,2,10,1,0,0,-1,11,0,0,0,3.0,2,0,0.0
690,6,3,20,2,0,0,-1,22,0,0,0,2.0,3,0,0.0
691,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
692,11,2,31,4,0,1,3,35,1,0,0,11.0,2,0,0.0
693,1,0,0,0,3,0,-1,0,0,0,0,0.09090909090909091,0,0,0.0
694,2,2,7,1,0,1,-1,8,0,1,0,2.0,2,0,0.0
695,7,3,27,1,0,1,-1,28,0,0,0,3.5,3,0,0.0
696,1,0,0,0,3,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
697,4,2,13,1,0,1,-1,14,0,0,0,4.0,2,0,0.0
698,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0,0.0
699,6,2,18,1,0,1,-1,19,1,1,0,6.0,2,0,0.0
700,7,2,19,1,0,2,0,20,2,0,0,1.1666666666666667,2,0,0.0
701,1,0,0,0,3,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
702,6,2,19,1,0,3,2,20,0,1,1,6.0,2,0,0.0
703,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
704,5,2,14,1,0,1,0,15,1,0,0,5.0,2,0,0.0
705,1,3,5,1,0,0,-1,6,0,0,0,0.2,3,0,0.0
706,1,1,1,1,0,0,-1,2,2,0,0,1.0,1,0,0.0
707,3,2,9,1,0,1,-1,10,0,0,0,3.0,2,0,0.0
708,1,0,0,0,3,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
709,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0,0.0
710,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0,0.0
711,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0,0.0
712,5,2,12,1,0,1,1,13,0,0,0,5.0,2,0,0.0
713,3,2,9,2,0,0,-1,11,0,0,0,0.6,2,0,0.0
714,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
715,6,3,20,2,0,0,3,22,0,1,1,6.0,3,0,0.0
716,2,2,5,1,0,0,-1,6,0,0,0,0.3333333333333333,2,0,0.0
717,7,3,25,2,0,1,-1,27,0,0,0,3.5,3,0,0.0
718,1,3,5,1,0,0,-1,6,0,1,0,0.14285714285714285,3,0,0.0
719,4,3,16,1,0,0,-1,17,0,0,0,4.0,3,0,0.0
720,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.0
721,5,3,18,1,0,1,2,19,0,1,1,5.0,3,0,0.0
722,1,0,0,0,1,0,-1,0,0,0,0,0.2,0,0,0.0
723,5,2,12,1,0,1,0,13,0,0,0,5.0,2,0,0.0
724,4,2,11,1,0,1,3,12,0,1,1,0.8,2,0,0.0
725,2,2,4,2,0,0,2,6,0,1,1,0.5,2,0,0.0
726,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
727,2,3,10,1,0,0,-1,11,0,2,0,2.0,3,0,0.0
728,3,3,14,1,0,0,-1,15,0,0,0,1.5,3,0,0.0
729,1,0,0,0,0,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
730,2,3,8,1,0,0,-1,9,0,0,0,2.0,3,0,0.0
